NU_INSCRICAO,NU_NOTA_MT
f2ea0e27d9b9ce79c4da6d45791961feb1eda1ba,466.65
834dbfc0f334a9f715cb93673aa16f0c6a1d2c08,446.47
8925301dd87421e7c9e4eb2b35f5aab4de77fb1e,568.17
b0b5d64b5b3abcd1341741d6a335a34938934160,474.12
1eb28314e12d9f43451e0a4aef16d6dbaec22d6b,-100.96
704fb62bd0b6566f9dde47a1474323f5c0696c28,421.68
9a13edb09bc41e15565c9266e4c384dd92491e53,-100.81
1089167bde18f546a38bf32e537d0532d2eb6115,400.86
19e22e9c8981169ddad3e56e68bc150a43f7a950,478.03
05541f43ff280ec5ec115704592a5fabae668c7c,-101.81
9ae5b1b7578f527337aca1c61cbc9e3221dbe6b6,485.53
e70776594f34315ec283b3c808440351850df0a8,499.01
6c48ad600a8846f96fe841e70b29e8526027957c,506.36
f66b663d03c71e1c5c06eebf8391bbc569ec4748,-100.17
b74495dc73b8170e08569f50c37ef54f06cf5457,497.66
f4884b8499d061014beab58fc163df48c2c884fb,470.41
c60b5edc405d33d60582ba9939bfb23b2b25b583,477.15
275dbf5782d8cb4d2b444ef0a80782d9edef9307,448.27
664d87f57ae3dbeef8615f9d75471b4d41806ce5,389.65
fcbb70ca92286a3f10f6bb090135b4a5adbc3f11,700.66
8a4391abc79c64a13e60c6aaeaf2e8e494d3aea4,486.44
6faaaa082369061d6b6a99e1d3ad05736a7c34ed,438.55
5c7fae8660523d891ca0136a22cdfc9e3f2d9a0c,399.02
16be20b88a8268b954347612af7ab37636359355,645.31
0afec8105321cc0f9a0324bfc8412407aeb0b393,563.86
eef7db7d8b77abe94e29524778a1aa8ff76df781,473.48
8bbd77d56ec15ba40e5ac404c0bc94869ec363cf,669.46
c345a8209383cc6f3ece2e7c40dc0f4091420b39,398.7
a509da1742da36cc89290f268031173d6c02dc63,439.42
eee31941c9a15ef27896aa58eb1e86cb52740dc5,470.49
0fcd8afefcf47d60b9fb87b7521cadf8ced9be57,485.72
d433e6e4eca847b81f68148f22ba6304a1350c70,590.48
f7a7f7605b2b4f51f84d7812d3b322ea883249e8,-100.89
1b09dac234528aa6d2dfe5f990f77da4fc65768a,-83.93
517b92ea81a697c91f17969f77a0a461b64997be,-99.65
1a476aa7e8ab945d9f2c3bdf6dd5c6b7d6da4505,421.63
bd5d26e62cd45b5ce64868e1beab4778d709fc64,462.56
87ebc93894abd910eab0ebb1910c974c21468d12,517.6
c262a749861b72aa3c15f3afc4059d196e3067f0,448.84
ca1a2641c7176e90d72daaf11be5736933644641,529.29
486eb8747ea4f246bc82e9df7508909e9723facf,415.82
5b5b113b2598a9b93ccce2777256dd0c6f080145,507.86
f05d6f27c11346e4cf5fd49d201301e9b61508a1,-100.39
f35a9a66f488d940cdf728cde2d1de94e607c4d8,-98.96
4bb1c7999ea707d5631d3aef3a80177c4adbd4e8,395.45
245f3c2d6f83b0d7de0eafe4ba6885a0c6e0b8b1,-101.92
49fec1f45e2aec87a4f45db624eaac5c2b22962b,-100.43
aefe10e88b12c2db5e2c4042ec84d542afa34436,446.27
831a554bc210aae41c55a8fadefaf5f5b6b57078,-100.47
b5c4d4cdb7181da0e31484c1643ace6ea9b9ccb7,595.23
80ff901eec9640d285bfb2f9d54503a23ec78edf,-102.59
82f87f999ef9eb885376eb293c98e0d24c1c0775,494.21
ee671c65a415061b593dcdb6dfb69fdd3f0f3949,503.86
88c869a5bb6c1f4e707fb69493e05a22dd92114c,516.65
8c9da57e0c252738518df22422079bd0e9532ddc,398.51
a02d6a43329d2e80023cf23da55028036280c246,752.29
414195dc869c8936aabfd92e01dcccf05b5286c4,465.8
6a70befb31b7344771185ea36b3448388247a4ca,-100.13
bf1729d377b6b22a3136785945ddaed39871db12,431.0
f6479bca2217f6dda8957b89a8b52527c921c89c,432.82
e059a14cb18302b154bcf01fe05c4862f5acd9df,-99.87
c2ec2a890d52d7b76f03f7e560612b4ad787e6ef,-99.57
1564df692d0a64c7dc1587cb6ecf5e973143b102,463.25
634e9b35097032a9595a1e898c20ae02087fe506,-101.03
66374f3a36a6304383a3aed56d7b8d38edb872a7,573.03
968113765be995587d313248ca74216603daac3e,695.49
52699793d55f39152ffc16d30cb0b732face85e2,505.35
fc9f8b90b53ca7f011948af6771d63217fd371bc,-100.18
c7822ff4e20895ca953fb3fe71b6ad4078b6281b,433.38
10c86fae9c84a9f8ac0e5b6f1b872b2e97928b8d,439.75
c80548ba80dc06fe7f952b6d46a541477d0ec65b,521.32
4aa241d9be745d5e47e3a8a0c1d606c9878a91df,579.73
873db9c4af614a98c8177a08dc9dbc8391e2a5cc,521.81
03a871e40ccef4f1d570b9cf27afb27ab6d1f35a,524.43
5ea6829f84323da79bcc652c24a82e2374af1a98,497.09
33e69bb3800fd41adb461fb6b2247145345634c1,472.53
59635391444e7d9e0b8521e30e01f8926fe28204,475.81
d932d1f79cc2f378bb062e12e4b20a8a59bc63d8,460.67
559672741efc90bf174f3cd83609d9de577e0dea,449.14
8ecd769ca0d3a1f8658e6e3ea2f073306ab171d5,-100.48
556802f575493ba712ede7a5f9659201f60c5043,421.62
7aee63d569743515ffe766e3feacef8ad7714270,404.76
cfd0bc5f5968e253b16d7a48a39328b7d143efa6,446.27
96a358cc3423af4a6d6c0798a1d11b863367a612,461.09
e7cfbcd18b8d3896bbe80fa618467f11c1e5c119,712.52
a49b010075be6ea1fbe200b3a4482f8db22935bb,531.95
aa783515ff738d23f6adae631cbf51ab58fae5b7,439.78
fd95ade5272531152f2b812d1cb0dd152bfa0678,-101.93
c3705ddc7fa0f7a6c52e847cecc626ed1c29e52d,425.44
510862ea3b620d1546ec1de5bd0747e9814c03b1,421.25
5465919b4d336bbe836eff75f4b5938eafdb863f,489.62
59230f0cbc1d1bf861b8fd4e8a71590ae8b89a07,-82.32
a8c411d8342cdb098e1cf95684f42e9bb9378861,-96.74
88b2df87e6e0a8c9272d26276986e4854cc0a516,-98.18
fc59feb8b75f22a86ef27bf267a3e7f8712b8a42,-39.94
0e8c4d7cb64e48279a35f17e2a7daafbf086d74a,-99.27
f3ec22388ed99e774eb6061402dcccec6c752f4a,-98.24
a4aabcd700916946086484109b24e93fcf1afd5a,-98.55
e1fbacc49f716328a083f9dbf582634cc06a8788,-100.38
171b73d1f977fa036496f24235246fe1d4b908b1,445.43
06b76c46f0ee949f0ab7be51f935ec3c28555c5d,-98.36
36cbe0bcd7f87dcdf90dd80aeb0c329750494aa0,467.18
11673ed83a0b38c8c9eb7d433ce3e6be62728227,-96.85
0a7114f2651f9950f6b26403af84850cdfa6952e,447.77
2e4aa161f3b3cfc370ef03b4bdeb200e4fe23d65,442.39
429852d4cee9e8493c4c0f9b39041ce36f273902,-94.33
6ad6009351c9509a0651c645a9b1fe17511f21a8,-101.18
0c48fa375c471885cbf20a651c6667bd37722c7b,-90.53
a1566334143f4bdfe6c9dbb7e9d081ba11cacd14,508.9
17588b6e96d3879ea23c2ca570e0836cd993ee07,414.61
dcc85bf9eef117aaa1c1de4619d9f2f52efd7b68,478.77
c5baf118bd7fba6fe5b151a3808e0a086a70a612,426.41
d2a0ab1bdcbb6a935f251251bd351bceded53443,-88.25
2a025b7f161d1a3fb2aa71bcacb24ee8f309e3ec,-99.76
77afc294bc91231448719e84c2172a01a8b14de6,577.1
fe11eb3740005701931aba6ae42a0176c3b7bf94,692.44
ceda53a524cbd1c0255de4af3f829ec8e698851b,-100.58
f42ba849a8b102e802c1d4eb6471114bdf2c92ca,429.01
0e0f3edd6942644821f3a524324257f3a073ca2a,447.23
23e0b51ae405dcfdbf9b9916f9e55de4e3db6aff,524.89
f276df735911779a1ff5d835bcaf6d214d3effcb,469.69
20b09a8ae57394e6cad0a2dbe1e436fb41430166,550.2
298bcba6ae69f6f7d31a68dfce32acd5b1420b65,494.17
6caf3bb3d3d47b7e0f94d38d2a9df42983baea52,470.88
f948ef2230e786ef593c7c4a86e47620453ae8cc,492.8
eeecb5149ff0cbf59351b2a42b5d71814fee6158,439.97
ac2e0816e652cf5260cb45260a9db9a29833b15a,461.71
f8413a0ac36dc1a0a59b0773d379e6214bff12a3,-95.3
1a9819a1016e7e93f904c44fc6941801552e27fb,465.75
2a13cec7699aceeeddef567b3cf896c1e9365cab,593.17
62ec1107cb4bd781ac13c6e4e7a0e44f27f316ee,413.47
a3d09f8b1233436ca38409f8c2127f3a57049cb3,453.33
2a289379a56b3fccb4f825808cb8cb62e3464de4,461.48
14a62b2ff36bc2ba66fcb6b4a2401359866b1435,444.49
f1f40995a03ec646ede76673c4058d4286ee5d86,681.67
ea4d2f256b094b4414574ea67320c3e2204fac10,506.39
205142cfb5053b476483020f0128e68d0ff66a4f,439.9
974537a130b3e5947e0d114c2624859b10affa6e,526.46
511409d7b89bbdc33908a9f7d8a88281725d30f7,675.11
2fffc2354ce66a2749250070ce91113dfb3d29eb,443.25
8ae80d6ac3e2828514467c5b6388ea1619ef001c,494.99
232129e63278dac8d9f82baaf23c3534bae396d3,-100.25
f5187e928a06df7f5893dad371d369addd05a751,454.7
e366080005222df476c35a67b0e008005e41916b,443.27
c1fa33596abab41bdd213972ae7f9da1e6c4c279,423.47
d0d090255785236abb819b4381eccc5bb4fa8780,-103.73
4eddf63f1894597b6fccb444d0b3af2fda07408f,492.14
98ed70e91cd47bada7c7e04874e67081b9c0a0fb,447.97
49350b0634798bde6649569eca496786e5d1bce7,582.97
e046ad101fdafcc2bff2938bc966371938895165,467.67
5f65e9cea038483e95b1571d789b04474742331a,-100.63
722d97009100f6a48bafc0d06bf27c4df3d9d0c3,518.42
b17ced34952e5be0f0b3c21c873c8809467bfbea,-98.69
9b674f2aa793e02aa4cc1014cdf367ecb60b3553,635.42
803162024415686a9cdd15cbce5ab265be727de1,442.02
18c31ee038a03d960fff336e75fda48d49c13152,426.65
2f4d0ba8b7960ef522a09e027c2e6b6205497075,383.48
ec8023fe855579afd62dd4a8a6da60b7fc6793b2,-98.91
a8431c5dc49e110d42ca9b3b8ea956582bdc4844,-101.82
dd97e0ca3de4a5b8a02e78270b75ca0ebe203ebb,410.74
1e6a6af52a2b0f254f198fc26312b8c47261aeba,413.82
188cde61038965b9bc1c874f7d81f3fd7c3815f0,732.44
6a2aa4caed6c6be94439dcd364528079b131287a,447.61
c02439fcc09f72a19a3bd4e42ef9abad23b96f5a,459.06
5075256486748587164fc3170622af701b21fc87,-100.03
12357b2bb019bf1694ffe33a3218bd3bd54c45cd,494.38
d8c79f03dc32ca0d7453c7d1f0ec0447d79f7eee,443.59
89d9dc4d9de06f2d0cdd4dba2997b09cb094f084,-100.35
75b7f61b22b17fdcc865fe1a75238f4090f25d7d,539.41
92d49b237a1812dc06948114e9d1ed2ef1b46768,656.42
7a48ae2165b2829894c952ab60838a7af20168e0,422.64
1ad51bbf7c21c610b0ac548d521f32e674fb524f,421.16
c7eac1d3a958cdf037b5ba6b40091feddd854f11,-102.76
835ce6032947fb96ecde73b33b6caf66ae4e556d,489.37
0d5812d99dfb4e0ed04dfd964ecaadc8ac088468,437.4
425f9cc3da2ba9f7456741f422840246688bbda8,416.79
b6e88ccc0391dece267c4d9b48c44490903b46b4,412.79
d7629981932ce24db6a7b5b517fb45a596617b38,544.56
310c3f8dd45384575fa7e50214be3bdef8544d34,590.54
53d44c22cf452cc8853c229cf25fa07a2abf1f28,434.61
13eccb901c037133fe76ecbbed58904572ff2775,467.57
d17a26497cbda25c25835ce0b4aa419ed30f2a78,-101.13
89504f44cdc890073b19be26e62574c50615536d,-95.29
abc18711518dabe7e3a5b7baa7de479630772981,545.11
475716bd9be22aabc54e6b6ef5958519b2416786,386.19
11c7926b1b620266e2bc1fb8eaa0197f3f9bf9ac,449.33
86c838eb84d6b2b11398ebf5a2e4702e1abac79d,423.97
e6d95d1352ec259fc7e96050ceda73ac60f23e4a,-98.33
cfacab7dac22d85fa964377ea32b4be78a3b648e,519.23
fed57b217d41195d999e8bce552d49eb76f59688,-99.49
dafda14a14ae17b06457a9c751ca709641fa2a43,454.74
e254342fabb9a77fb9d3e975a61a3e30928adfda,530.1
2a099b53c306338d95920b9ea1d7a786ecd29137,-98.94
ab26f24b43b865caeb74cfe83bc887b3af2fedd9,-99.92
2983370b79c09bf78418e4335e0884bb926a5fb0,424.99
0807d301b8c5484c9bace1f909f1e76b8656c91e,540.95
4816f04ccbaa1e4b65de8f216a428e1a35cec252,459.07
00ad5d5600298c70d3a4511ef2e84a483bb22c86,470.69
7b807ff1f62f5e196af28f0b495c359dccba903e,424.57
3827e819a620d8f9a085c22cea412b1865aed0c7,442.66
8f8c6bc5499c24cda37005caa310b7207d7801ed,573.04
5d26e9941bde49a3523668999ea53f4cd6d7c9e6,403.95
da2d48a8443b76c28d3073a76005e912d2e152b4,511.68
3e5fa0fda2258366ec6de455735875bd7a86e30a,411.45
9d8fbcca019a71a67c870dce2de462a019da9c69,533.89
3dfe82e880147acb09c7170075a65b923c53b6d0,402.23
c6b1200a3cda2550da02561106d01d043db73a44,401.05
9c68cce8a9ff170ce8fdd6e30c4b48de0dd1d6c8,-98.14
17a85e2166e19b1993126fbff01206beae738a06,737.29
ca61f22d18a2a12d4b334bc0886508a65fd06cf8,436.98
9f9fc65511e3191de84d8ee129a1e499bfaeadd0,477.04
14fd5065cb7cd8bb434afc81af8d05d7b92a216c,-101.08
c28e871925f763bd88d85acdaccc17c85f21835a,-100.42
0ebc697a57f14982a84f3eec580484644f6c000a,455.44
bd507a7d96c89d9e0991798a6f9e7e452c5570ad,436.23
d74bea2e5f86bd313b6bb7907a82b740c6f18e1e,488.9
446ced3e5fde8d61781304cb4e9e9fe131628a50,542.22
8e02a8d2104547a599667b38312691bd19b3bb05,428.92
e490a4b077b1d2750db453b48f6ad43a55cbedcb,576.27
e4c9df4005db1531039b317e86eaaeac4b06c4fe,612.02
85873d5f8b0edad63b2d5be9ddabc89dd2ddd1c0,482.28
281fdf12804aeed37efddf06d2f156149fa25757,551.84
b0bd0c8160b84d218958b30bfa84d36ae2eecc1d,589.93
87fdb4510def669e4fa6434518d67d253058d250,462.68
e1e7281374350c1d8823d83d22a4f29aafada269,495.73
9cb8f42151a04431bca0fe29f4f8b9474ac6173c,496.55
6769b690480fee480998f11ab1791b1ac6ea398f,530.56
1e2bdf3db4cfe8a735053ac6fc31928cfe675822,642.02
ef0b14ee71e890ac849c112effd0da453baa737a,-100.85
2c1318677c2f31dbcacb31e0645576ead8f10e36,-100.36
ba2f1709027e9bf363be7f6de512132f7d4af757,529.33
024cdddafe69a9ecc38a160d9ba4c297650d4baf,-100.7
0282178843e3c4cda6f4396d0f77ddf4dd5cf8ca,427.09
f92b5beeaaf6d7050f6e3fa08c3841093461c99e,-99.86
6e91321e228d6d4dd87f9730a6551d72b33931ee,401.85
1e48758bf7f8af48969afa1e56ffee66f92f41d2,484.45
78ce05c90219380972197a06065cfb5a684f8b86,505.41
39aad74d8e9084f2facfccae4199d91c62db98c4,-99.22
d1937748cc2c90942de393c34c2255137c803eb2,536.93
c133dc2945c16fb60ae37db0bc7743959f3da3d8,449.05
83fa6da48f33782c6dcc3ff3a64a94022221df13,355.47
d26a47079931199956f0b05bd3dcae4a0273459d,409.61
9cc4861e6d7a0a86caed8d7b063635cc90133b5a,-98.51
d302df44c6e15373315852331ebd3b6dbbb4f2cc,593.49
7c75c93b5545fdd9e5beb09c956a693548424643,398.92
85850927c26adce658c878c72674532ff1355a0a,439.14
d1244777ca02ba8c470c11d07fd4d1f1aeef2841,482.83
ffbae0ca9e948254b873fc862b12fe39957058e3,447.93
35338f06701599600faa271b375044621238af07,-99.41
d44b87fb81b1c525b44b845d8f4311b137a7ca55,-101.71
b96064b65630b4832f20c47ce3b7ed5f9be9a052,473.21
f15ba67882369b617b42295b716c82d8e5af5c70,635.39
4231b98f39f34149443bd70a4ccef54336a925b1,625.56
f35249833d1bebb70b5fa6345904cb0e3f222600,644.63
407d69d21909f9944c6ae17a2a3266993b2a5846,593.04
5eb3d9141dea67e92d64e4de349dbc84f7e4daad,-101.13
e4af0fe1eece28c3316bdb5f7859e0555d816adb,608.86
01ece8c37e9e349da24020b3a914426b212bf893,571.36
e2340afbf8f44e672546d21c55a7f16918540ae5,536.89
b2e5a9e7f53f8f9a8078a5bee7ec6a981a95856a,455.08
fa6c1cf41ff915d405e1f65f10f564a117baba9d,516.62
95b67d2b35b0e9d32ffa518017824bb909f823ff,543.98
601bc46879ceda8acc99c9e024bcf5ae418bed93,-99.79
038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,508.91
8b7d82c481a6ed4a1c5d0ca8012da250be2f0d6d,467.51
238f25431ccbb438872d987652ccf5bc75c0de28,-96.95
e764e0c5d6420b20733cd195050ece92813088a8,453.12
5885904584fd96c4b81b1c7dba12d3069f1279e7,430.99
f3d828523fb53b206d38e0d6c383dcb8386fff06,490.8
129760f8a10b98f61fc894a2643cae4cfb0bb4e2,479.1
d93f82953b232e32f09c49980023a6dd5190f82e,396.54
ebb32cf7d8b122a5dabd41723d31d834147b0944,439.81
26451da54b7c50dd68a91b78480fae246c5c9533,-102.52
7ede2e4d7b38337e9819adbcd29f493efaf1422f,407.87
b9e4381ea0e72ecc8e3151c5aa12a1eeb6f71ff3,458.9
27d03b6f1128b3834d6da1fbab4fdb51f29528a1,-99.57
4c655a6be04f11039d8691c84f32a127aa31302b,471.6
9b11807d3cd299ae7c4673b996efde237367869f,481.7
29fafe8bae98f668dd51b9f8be530d27463d1028,-100.48
e8f1b07f87537cb6dfa1ad1427023dc333615908,442.79
36aebe2504c407fae6a55dd78b6088606650b14e,-101.44
32d60cd95e9dabae2aed8f052195d6eed8703ed1,-99.26
6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,669.22
ef18490c7eb36b305d531c27369096537d08755f,441.3
c69a7ad481dacbef32e5b399675ec26c653c0983,439.91
cf762d282e71afd27f192bfecbea9deecf0e48dd,453.01
8da0e8a66b166af3fbcc90b8a3648dc4ce30ca66,486.41
f97331e59feafd161d011018f9c74fba1fae199f,533.17
58aa87c8d62f7e274075e201f0321699b63a2449,499.5
2aeae4cb7ff22ac771309a15f6bb72cbf71663e8,-96.04
22a5b471349d6a7f6481f7e41e759d42d700f321,-99.75
c098d4843d7e2c6f092659d6c7e856561e1bf965,451.59
69b82b274c4e45630e076443ad0f92022d55f561,535.79
88c09b0e47df70ac2a800ee9356c07c149e47965,495.54
c0f03ca18e52b127c3c65c66ca3e9ee8338066a9,506.56
130552305b1d235736ead954f3a39a31a5e26a85,453.97
4568958f97d91d411e056f26e468826db0f65252,-90.07
cbf871506b2a8d2a250a613b163fd36613967987,-101.16
38a2d03c567e15017340fc668151031745829f6f,376.21
6ae74b2f1e84cea7bf8f3cae68aa0233fcf0d064,522.23
f34367830fcea24bed44531a21723c743aa23388,392.67
898940208d1a3c6a9ea725ea81f70d9b19de9d6d,-101.97
2947711097206170cb5cfcad8b3264e7d46cf84b,487.04
e62a7ba6f2a93d3ad7f8762b64b4637d687fc2f8,413.34
4236bab9aa4fda581822d73b2673e18173259236,574.29
8b74ecf4de459564720217586afd122cdd9a8dc7,408.41
3159104a8cb51f88391d02e5679c7b8164e3cf3c,410.01
b7e095ed890bd1d17a60cf3a9b09d66412ef838d,-101.69
ea71616417d91e7c2de90e3cc7e429379b8cf720,555.05
b88b2ecdda851269372c7abd185d062a7e6d2c06,524.04
9c73e772e63092cb448869f90d7a2239dded321b,-98.13
6a0719a5fb508494cab0f47bdd2f92e2d5d0572b,452.36
98aa4c1c55ff040e12b69753c3dd1b04875ef742,-99.47
c48349804ad466de8b8c6b8e32897f1f45e9c3dc,-97.82
d945f52c48de4820b70d2ff189e79d3533d6ad19,443.81
8fe2c10948fd33bdc81b52c706b0ff35eb98363e,523.94
52feee56c52b89353482d8ff79596da74721397d,517.84
4e18ab8ae4fd83938f5494798f508d5367cac2d2,424.13
7730709b7ca12db00680265a9cc539d8aa1fc514,-100.37
8cd4a434960e502f24fc78dc6dec07b6f334b4b5,516.17
a39c1a2900822cc809183f0ca9a5a5fb7b3ce78e,462.2
54ff102165b4e93fac3b1f5da7f71819da23748e,433.1
d4b5ef6763f16e3d4ed198c2fc6b08e7b7a4b813,433.59
2d5560d6dbef33600be60952b3aca292c59ea7b0,416.09
980beb6549cdfb6c50c021ebac3193ab8a767283,471.97
49ce40d232d573f1b4c2dedaf7d62b51a41f376a,430.27
976c956801b752be72d06bf859a82f6f8d81f125,507.07
d623c0a31c3bed84a4bb48d84e71fd2680276aba,-98.7
18f200b076c037a10fa275ac170a70490f5dfbb2,420.39
42d7da47303db95ea24874a9982c45e9154fe14b,-98.59
3eafd7a24678d09e9e32a45cfadd28505e3868dc,-88.51
cee30066639835f12782e9590849ca897ac1b171,627.47
18130c488765f063eceb9fedfe87e7cdf2fbdb0d,468.8
0181d96df3733bc40c221a488d453f150d34d829,453.03
c9d8c520f64aa59e3b241482268d5071698514b7,434.23
e4429cb4643af3638695f52912a9594f6bb5254a,517.18
02b349161484b5bdda3e5de7767518da1ef52564,-100.39
31b7a6f4a7402a43e668a2c7ced72e1a14bc1d79,494.21
23aa1ab1064be4febd0b0e54f239176bac13d4a2,532.16
813c8241c45c9baf7cc1ecae80a0690059c3d99f,555.96
27ab51f4028992f4d54134a73a8bf348d9d8474a,455.24
e3243dd90fbcd04e7d365b99f8dc3ff3ea632333,453.41
4b213cf1f92a34b91d49d99d859efe8a2914694d,490.87
63393ce3741aba030985130fbdc82348bc5c964a,529.47
a0844cd384bb27f263b50028a152e1aea6f3041b,447.08
606410be41322d2521a4eb5a9ec1eace4c3f7ee1,-96.1
175d6355ba4120e9f46ef8095cd0a6e3efaef2a0,486.06
05bed747735a3b719cf869424f7a86c902bea946,-103.73
d0acd5258d606e92178448427c5c8b15ab1b4fc8,607.07
f0676bdaa1b75a4bd3cfa8f4cd592b7dc9b67028,-101.16
97b06064bbe6f8ef5c82aad4c36edd13027bd276,525.59
f797a3d3f9d36a2e6aa58777fda7860cbb5d45ef,443.29
fbfe3b211d65b0c8b380d11a3922eafd0a5577c5,-99.77
51e6eb7de613c8b30620286f5c0f462e81001120,478.82
dbe6f4d0215f8d89d4b090cf67852e6b2d41f557,466.86
72fb4a27711b359a6195f60a1ecd7e363180e008,459.55
02b14c28322ce1f776ca1ba0ea56a9964d681fc7,428.33
39d2bd056fe559e69df7f1ee9598823180c8f7e6,473.22
149b7dbf924bf41b3096ea7e2479f7e8bf4723dd,540.72
449e100c1d2dc0a74be99f3aea887ac2c80af9cc,601.14
a619a9d3ca266f111b5d1a0a7404ac00f89453f2,519.65
4a514b8fa6795dcd5e14ecd1c907d540244f637a,520.21
1c4cf1dd3a08d83a4d5e05551e6768f0ac277f82,395.48
13377ed3698676358403b48d0eda8c7ee1d6aecc,683.65
0cc31c062cd6116dbd107ea8dcd2e65b2bf720bc,432.94
ce766367ff6851524770c40400c6ba253659f78e,-100.44
ec4b170cd9fec2885fdc24b4b54c2dea7433af59,386.64
a69d75df09174f2e48c58f4de054e5aedfb3dd93,-88.1
ffd73716669770ef69fb5db55c040b4bf9ca8876,478.94
d4348ecffd6bcf2240a87e2894b44b060871b4a8,460.79
a0bad05324fa944b2f9f9f423b24dd4c0b8b9267,486.74
20b0239ad3768ac025647a4114172ab3732b56cb,640.77
e4fce8a6574ac028ae294e2df0adafbc01cf0d46,448.39
841018c0f460b185b0203cd15e9d649e226f0177,-95.23
df2acc0d65eae18026825eea094d5860a7596d0b,598.81
3e496cde35ea69dd40732f9173985b576e676117,-94.82
5e39822518efc205895979466db22326f89c5141,-99.65
f84c83e72774e002b242e071238bdd0325b3d776,-99.78
450cca333151ec503717ae505d19a34e1eb101ba,475.59
1f3bf345c9b7fd0f39936c2787837b0ad63272fb,-99.14
5f3feabb95a247d3256fa6c1937f9a3fa5ca9a00,420.41
04a933b4c8a0c0ee3824c2d1307bb04ef7657e6b,-98.4
a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,711.83
77b19663f69d3e984be73a22a31d776e7c04c45c,439.85
675adb56716f130faa018d3736a41be1e2a17d31,-99.48
54da87b25a92c3b2315e1a6120398c2712416a14,445.5
33e5ac627bb4d6ee3a31129aba4cc86b83d8a0a5,420.24
b3870fccd7e1ca99ea0fd1d38b6b13f2ca02d647,-100.57
6d0b3f38be1ec7bb211171c5c90845fca38a67ec,-100.07
48bfd5beef96980f829cc0105a9f6bdcbafc58a1,-100.06
6583c26f055db28ad39587d7222d4bb841e8ea67,480.76
db9fdf021693e9620c80ed9a4d414557fd6d19f5,413.83
bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,533.94
a16fec7d39e6888925c45547f002554482b7cdec,404.95
dbf3c924c9e7babdc4b0be2ae7ff7fb193a14596,398.26
422706a8f501b893c3afcf0568ed96d27e48c23e,473.09
910beddbfd181b30cbe00ebf15707179709b2e1c,-85.73
be5ba4c4aa6628688aa6402e8d97c28ddad1681a,448.83
2ea05555158319a6deb81688815814e56eb1d0f7,-97.74
57b58443cda566f5cf3bd4e500b8623eb9709975,492.67
1276389d1bedd7bb0349f43ae9f1b45d7e07a900,439.35
b4d5188a4fdd2a86d6f769578fbbecfafff742d1,-96.65
e19c44f83bbd09c6a4225663c603f66d32b8edb6,418.28
7d792999dcf5d87104871e8f4030b7d777ebeb48,-101.71
aa800b37a8299e5ef1952ee4659c44ac0f4e3a9f,-97.06
8c000f24fa59f6853dd3934d184bed253ad81c40,492.56
cc1018598e1fc9a11fc3e0f37b20afa3148783ba,-96.17
dadee048244caf3d6c6e6fb9fa46f047f30333a7,-99.44
92d26d442aa39811a925e409313c2155c70bd207,452.12
9b23673b3ccac52dcac8db1ae1e1940c04cf9f3b,590.66
51a89fc2f4d2050bd4e14c9b57f2b866fa313b50,-98.38
e0046f52481512ec10030f695dd3d56c14963819,551.65
4c3d0438add4c03cb81a25c5eee309226aa28053,457.05
a6ccfd0a72c41402e21ee1249bee9555d0f6ca85,516.8
a3907b7aea4adf9c53cbde27bffdcef60a0d04e5,-101.56
0ae9567502f385d06a8367de33e93952a2ab70c0,466.88
69d2ddc8bdf8d604a71a2752b116907482329a27,425.26
a1203344dc3ac6e15e54db1b21423904cdd91800,438.08
c759ad904d22197f1cf3b5ef9e41ee1609513cea,716.64
9c116780cc06704304d288d079076f160a17e16e,451.88
5ec30b784da3aea81e18bf21e7892e19e48bfe8c,425.79
29ff45ccdb3218636888020586ad0937061d5fce,551.99
53b40f113d9d9e8d8912f8617f6dc02ce58527ea,-97.51
56de6d3b1e9154dc987213e9be4c1cd4afff4844,-99.96
42e41941b2e875c39adea29e0316d4463b645bc9,628.21
8bd03c9e28441366b398da85e8cc788bf1cae5e6,435.06
3ace49b9611aa1c405b2c02d2a901e6b444a7b01,439.66
c5a416e9d46068859aa2aba316db0653b8bfe95d,418.81
79241e179af88eebfc54cb143d00a31f32dc1543,381.44
08388faaa66a1114f5c9f268f91604a87c53bc1c,411.56
c5b5e075d4bfb13fb80a3220ff735a47c3064e96,-99.0
755163a5846bc975b2f56d173b8d007274af14e9,452.42
9dc8176b2b435cdabef75b6bdba80010da32bdac,447.63
db58077a6d9064040df91d4c211f102003d2e1e2,479.76
ae74666fdb53a31eabb98ff1f8be09c01d3c90d9,528.43
16397992b0106ec27c19b528b0e054cd177ebc22,540.69
ac31ca75101445def2cf48e297b8928655378167,432.24
278fefb75892bd65c121cf6c61ee1a4b78cf7929,-100.4
8fe81ee79ae22a3b9cd83a833861e0970c565c29,463.28
2cbb5a6a737fe9b8cd65c28132dc0f62a7c9f932,622.59
172c3201202c7da0b9a8233e72fde6d0c6f8d388,429.33
798aa833377b56d48abf3216c1b5a631c3149322,457.25
1e640126b34faff7accbcc0682260a5ab9476f66,-101.33
ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,683.27
